CustomerId,CreditScore,Age,Tenure,Balance,IsActiveMember
15641250,794,38.0,9,179581.31,0.0
15706163,518,46.0,4,113625.93,0.0
15746708,589,55.0,7,119961.48,0.0
15775203,824,45.0,3,129209.48,0.0
15787907,719,42.0,5,137227.04,0.0
15646764,617,58.0,3,119024.75,0.0
15678284,651,35.0,7,74623.5,0.0
15726791,637,45.0,2,157929.45,1.0
15813144,554,26.0,7,92606.86,0.0
15669342,731,35.0,2,127862.93,0.0
15710366,569,42.0,1,0.0,1.0
15614934,625,37.0,4,142711.81,0.0
15588701,592,38.0,4,0.0,0.0
15665438,669,43.0,1,163159.85,1.0
15644896,663,32.0,3,108586.86,1.0
15670205,518,41.0,5,110624.99,0.0
15635776,686,43.0,5,154846.24,1.0
15791053,709,45.0,4,122917.71,1.0
15644005,571,33.0,9,0.0,1.0
15796343,707,31.0,2,82787.93,0.0
15751057,701,32.0,5,102500.34,0.0
15623430,672,34.0,9,0.0,0.0
15682600,620,39.0,9,159492.79,0.0
15769312,557,48.0,10,0.0,1.0
15708212,648,54.0,7,118241.02,0.0
15650258,479,35.0,2,113090.4,0.0
15604345,730,22.0,9,65763.57,1.0
15578297,737,43.0,1,125537.38,0.0
15671789,616,31.0,3,94263.91,0.0
15726186,639,29.0,4,133434.57,0.0
15764618,815,39.0,6,0.0,1.0
15730738,786,31.0,9,0.0,1.0
15637650,549,50.0,9,94748.76,1.0
15606267,622,38.0,4,98640.74,1.0
15625904,624,26.0,9,74681.9,0.0
15654463,841,34.0,4,0.0,0.0
15774151,614,41.0,7,179915.85,0.0
15693259,676,30.0,1,128207.23,1.0
15642468,697,42.0,9,132739.26,0.0
15758531,732,40.0,10,0.0,0.0
15728352,623,27.0,4,120509.81,0.0
15637240,541,46.0,4,124547.13,0.0
15595588,773,39.0,4,0.0,1.0
15778395,762,34.0,4,88815.56,0.0
15711825,655,35.0,1,82231.51,0.0
15599251,602,32.0,7,184715.86,0.0
15570004,850,31.0,3,0.0,0.0
15656912,649,51.0,4,0.0,1.0
15657342,850,28.0,4,147972.19,0.0
15716284,543,43.0,9,0.0,1.0
15672374,672,52.0,8,170008.84,0.0
15732476,600,27.0,3,0.0,1.0
15747724,671,34.0,10,0.0,0.0
15633877,706,42.0,8,95386.82,1.0
15672516,541,51.0,7,90373.28,0.0
15607827,711,34.0,4,133467.77,1.0
15751336,630,30.0,3,0.0,1.0
15646539,531,31.0,3,96288.26,0.0
15756901,641,26.0,4,91547.84,1.0
15809286,631,37.0,8,138292.64,0.0
15759021,685,35.0,9,0.0,0.0
15725039,702,32.0,8,71667.74,1.0
15579130,708,43.0,0,118994.84,0.0
15754112,653,55.0,7,0.0,1.0
15735522,654,37.0,2,145610.07,0.0
15613326,596,33.0,1,138162.81,0.0
15739502,549,31.0,9,135020.21,1.0
15670914,754,38.0,2,0.0,0.0
15604073,815,25.0,8,135161.67,1.0
15806027,556,52.0,9,0.0,0.0
15574886,706,32.0,6,94486.47,1.0
15707120,850,46.0,9,117640.39,0.0
15800845,732,33.0,8,111379.55,1.0
15603914,614,40.0,6,0.0,1.0
15722765,580,57.0,0,136820.99,1.0
15783305,593,46.0,7,98752.51,0.0
15574842,653,25.0,2,158266.42,1.0
15607837,746,29.0,4,105599.67,1.0
15714877,662,29.0,10,0.0,0.0
15782941,573,31.0,2,0.0,1.0
15630167,684,39.0,4,139723.9,1.0
15759038,793,41.0,3,141806.46,0.0
15661821,798,49.0,5,132571.67,1.0
15728006,524,40.0,2,180516.9,0.0
15712176,816,31.0,8,0.0,1.0
15689351,742,41.0,4,92805.72,1.0
15782247,540,22.0,4,0.0,1.0
15769064,537,39.0,3,135309.36,0.0
15718153,759,74.0,6,128917.84,1.0
15613189,774,52.0,2,56580.93,0.0
15661734,608,42.0,8,131390.75,0.0
15592645,704,37.0,4,0.0,0.0
15768387,581,41.0,8,0.0,0.0
15792525,628,61.0,1,97361.66,1.0
15586976,566,42.0,6,0.0,0.0
15790659,701,59.0,7,0.0,1.0
15691446,735,29.0,10,0.0,1.0
15772632,680,34.0,1,0.0,0.0
15706587,560,57.0,0,0.0,1.0
15572461,663,29.0,4,102714.65,0.0
15654409,665,34.0,5,67816.72,1.0
15568025,758,51.0,8,81710.46,1.0
15715769,621,26.0,2,75237.54,1.0
15667458,764,28.0,10,124023.18,0.0
15567980,537,46.0,5,100727.5,1.0
15679294,589,46.0,10,107238.85,0.0
15606507,555,24.0,5,0.0,0.0
15578825,734,29.0,0,139994.66,0.0
15619935,783,59.0,9,126224.87,1.0
15636089,678,51.0,1,145751.03,0.0
15727490,661,47.0,5,0.0,1.0
15591766,607,25.0,4,121166.89,1.0
15641629,537,38.0,1,0.0,1.0
15813303,513,88.0,10,0.0,1.0
15756920,576,63.0,9,70655.48,0.0
15726403,660,41.0,1,129901.21,0.0
15592765,637,40.0,8,125470.81,1.0
15704442,672,53.0,9,169406.33,1.0
15641136,629,32.0,2,0.0,1.0
15725818,583,40.0,4,107041.3,1.0
15612071,763,32.0,10,95153.77,1.0
15719809,516,32.0,3,145166.09,0.0
15716518,617,27.0,4,0.0,0.0
15742210,700,38.0,9,65962.63,1.0
15630617,727,36.0,6,140418.81,1.0
15720838,689,31.0,3,139799.63,1.0
15595537,626,49.0,9,171787.84,0.0
15623196,686,38.0,6,149238.97,1.0
15679249,351,57.0,4,163146.46,0.0
15693199,739,37.0,8,0.0,0.0
15661219,627,32.0,10,0.0,0.0
15617136,451,38.0,9,61482.47,1.0
15760294,512,41.0,8,145150.28,0.0
15652808,774,41.0,5,126670.37,0.0
15657139,652,40.0,8,84390.8,1.0
15803790,638,37.0,2,89728.86,1.0
15764105,475,57.0,1,0.0,0.0
15672610,567,40.0,4,118628.8,0.0
15766896,750,37.0,3,0.0,0.0
15587735,850,39.0,6,96863.13,1.0
15659501,753,38.0,6,142263.45,1.0
15745001,683,36.0,7,0.0,0.0
15651140,710,32.0,3,0.0,0.0
15571148,645,21.0,1,0.0,0.0
15776824,714,28.0,6,122724.37,1.0
15633141,696,35.0,4,174902.26,0.0
15764174,612,26.0,4,0.0,1.0
15778155,520,31.0,3,108914.17,1.0
15715920,782,23.0,10,98052.66,1.0
15671917,666,46.0,5,123873.19,1.0
15666548,466,56.0,2,111920.13,0.0
15625623,567,45.0,4,0.0,1.0
15748123,613,20.0,3,0.0,1.0
15648735,718,37.0,8,0.0,1.0
15634974,614,37.0,8,75150.34,1.0
15713378,711,38.0,10,0.0,0.0
15753370,691,38.0,5,114753.76,0.0
15782659,527,32.0,0,0.0,0.0
15583364,476,32.0,6,111871.93,0.0
15625942,619,45.0,0,0.0,0.0
15720284,607,37.0,4,135927.06,0.0
15679642,695,44.0,8,0.0,1.0
15628007,653,33.0,1,0.0,0.0
15661974,677,46.0,2,57037.74,1.0
15689341,655,50.0,10,0.0,0.0
15607993,625,52.0,2,79468.96,1.0
15693267,679,34.0,7,121063.85,0.0
15769522,734,51.0,1,118537.47,1.0
15755825,666,39.0,10,0.0,0.0
15598175,592,26.0,4,105082.07,0.0
15744327,564,40.0,4,0.0,0.0
15798666,814,36.0,6,0.0,1.0
15577064,592,36.0,2,104702.65,0.0
15759436,758,50.0,2,95813.76,1.0
15690231,612,62.0,0,167026.61,1.0
15751561,498,61.0,7,102453.26,0.0
15739068,638,25.0,4,148045.45,1.0
15758056,558,35.0,1,0.0,0.0
15742269,756,24.0,1,0.0,0.0
15726490,782,52.0,4,0.0,1.0
15738411,505,34.0,10,104498.79,1.0
15727919,671,29.0,6,0.0,0.0
15709396,801,42.0,6,0.0,1.0
15654106,604,26.0,8,149542.52,1.0
15621653,716,29.0,10,87946.39,1.0
15598086,624,45.0,3,68639.57,0.0
15752300,607,47.0,4,148826.32,1.0
15658693,827,60.0,2,0.0,1.0
15631838,606,61.0,5,108166.09,1.0
15803804,717,35.0,5,103214.71,0.0
15578809,651,40.0,1,134760.21,0.0
15752026,691,58.0,3,0.0,1.0
15723706,573,33.0,0,90124.64,0.0
15752838,723,38.0,6,0.0,1.0
15569571,584,46.0,6,87361.02,0.0
15769703,550,45.0,8,111257.59,0.0
15679770,611,61.0,3,131583.59,1.0
15791102,549,41.0,9,95020.8,1.0
15655192,850,24.0,1,0.0,1.0
15709487,668,34.0,5,80242.37,0.0
15687130,686,43.0,0,0.0,1.0
15755178,660,50.0,1,0.0,1.0
15634772,682,59.0,0,122661.39,1.0
15617197,524,50.0,4,0.0,1.0
15631240,645,36.0,8,0.0,1.0
15784301,850,42.0,0,0.0,0.0
15631310,537,53.0,3,0.0,1.0
15756560,599,46.0,7,81742.84,0.0
15732270,727,71.0,8,0.0,1.0
15739357,756,30.0,2,145127.85,0.0
15771540,755,38.0,9,148912.44,0.0
15567486,634,41.0,4,0.0,1.0
15714634,837,26.0,4,89900.24,0.0
15727021,727,30.0,8,119027.28,1.0
15650670,567,40.0,2,105222.86,0.0
15711834,650,30.0,6,0.0,0.0
15729763,655,34.0,1,116114.93,1.0
15646566,763,58.0,9,187911.55,1.0
15645463,843,27.0,5,0.0,1.0
15672144,667,38.0,6,144432.04,1.0
15596088,705,50.0,4,77065.9,1.0
15614878,660,29.0,6,180520.29,1.0
15635240,553,42.0,1,0.0,0.0
15775905,612,47.0,6,130024.87,1.0
15700657,641,40.0,2,110086.69,0.0
15611905,513,31.0,5,174853.46,0.0
15652527,680,44.0,7,108724.98,1.0
15785865,711,58.0,9,91285.13,1.0
15645942,689,40.0,2,0.0,1.0
15688691,665,51.0,9,110610.41,1.0
15592736,551,54.0,5,102994.04,0.0
15673529,645,36.0,4,59893.85,0.0
15724145,616,29.0,8,149318.55,0.0
15704629,582,32.0,1,116409.55,1.0
15597896,365,30.0,0,127760.07,0.0
15731790,697,38.0,6,132591.36,1.0
15634719,704,31.0,0,0.0,0.0
15703205,656,46.0,5,113402.14,1.0
15567333,712,31.0,7,0.0,0.0
15754537,748,40.0,0,0.0,0.0
15612030,724,28.0,9,0.0,1.0
15573242,691,50.0,6,136953.47,1.0
15601892,563,33.0,8,0.0,1.0
15663885,741,32.0,5,0.0,1.0
15701096,778,44.0,8,123863.64,0.0
15710450,848,22.0,7,120811.89,1.0
15790846,634,38.0,2,148430.55,1.0
15658956,505,40.0,6,47869.69,1.0
15755223,692,53.0,7,150926.99,0.0
15787318,537,47.0,6,103163.35,0.0
15737310,633,29.0,10,130206.28,0.0
15763665,833,28.0,4,136674.51,0.0
15668818,592,40.0,2,200322.45,1.0
15765812,587,48.0,1,0.0,1.0
15704844,550,62.0,7,80927.56,1.0
15744582,680,24.0,10,0.0,0.0
15616700,622,41.0,9,0.0,1.0
15683521,594,28.0,0,142574.71,0.0
15583049,643,34.0,7,160426.07,1.0
15643752,540,25.0,5,116160.23,0.0
15620398,635,34.0,5,98683.47,0.0
15715707,657,32.0,3,118829.03,1.0
15814209,814,31.0,1,118870.92,0.0
15733768,600,32.0,1,0.0,1.0
15755242,682,46.0,2,0.0,1.0
15729412,682,38.0,4,107192.38,1.0
15746564,566,42.0,3,108010.78,1.0
15588446,550,34.0,3,0.0,0.0
15665221,630,26.0,7,129837.72,1.0
15640846,546,58.0,3,106458.31,0.0
15700209,486,63.0,9,97009.15,1.0
15658360,762,35.0,9,122929.42,0.0
15602735,692,45.0,6,152296.83,1.0
15724834,498,30.0,1,0.0,0.0
15800062,850,49.0,8,0.0,0.0
15685300,603,35.0,6,128993.76,0.0
15760102,551,36.0,5,0.0,0.0
15787026,627,27.0,0,185267.45,1.0
15653696,515,28.0,9,0.0,0.0
15788946,605,29.0,3,116805.82,0.0
15600724,567,29.0,5,129750.68,0.0
15574324,568,29.0,2,129177.01,1.0
15707144,571,25.0,6,82506.72,0.0
15775891,634,48.0,2,107247.69,1.0
15711789,768,42.0,3,0.0,0.0
15600879,554,36.0,3,157780.93,0.0
15681196,629,35.0,1,172170.36,1.0
15716000,638,48.0,2,0.0,1.0
15766776,576,41.0,1,0.0,1.0
15680278,661,42.0,9,75361.44,0.0
15688637,592,27.0,4,0.0,1.0
15591179,702,30.0,2,0.0,1.0
15677435,647,29.0,0,98263.46,0.0
15698619,593,43.0,9,0.0,1.0
15581036,712,40.0,3,109308.79,0.0
15622117,625,31.0,8,0.0,0.0
15599301,538,28.0,6,164365.44,1.0
15581548,637,22.0,5,98800.0,0.0
15586870,632,27.0,4,193125.85,1.0
15735263,736,27.0,5,51522.75,1.0
15765322,755,23.0,5,84284.48,1.0
15582944,425,39.0,5,0.0,0.0
15687162,461,51.0,9,119889.84,0.0
15644962,745,21.0,4,137910.45,1.0
15612615,616,37.0,6,0.0,0.0
15813439,587,33.0,5,100116.82,0.0
15604544,850,40.0,4,166082.15,1.0
15761348,601,38.0,0,0.0,0.0
15785078,730,26.0,3,0.0,0.0
15759874,532,44.0,3,148595.55,0.0
15643658,850,53.0,2,94078.97,0.0
15713267,779,34.0,5,0.0,1.0
15737782,562,29.0,9,0.0,1.0
15815490,670,40.0,2,164948.98,0.0
15679410,729,62.0,4,140549.4,0.0
15756241,767,44.0,2,152509.25,1.0
15688409,742,28.0,2,191864.51,0.0
15742272,669,44.0,8,96418.09,0.0
15717898,542,32.0,2,131945.94,1.0
15769582,586,29.0,3,0.0,1.0
15635660,612,30.0,9,142910.15,0.0
15576723,740,37.0,7,0.0,1.0
15591577,584,35.0,3,146311.58,1.0
15582325,524,52.0,2,87894.26,0.0
15693947,614,19.0,5,97445.49,0.0
15760446,598,64.0,9,0.0,1.0
15611105,799,35.0,7,0.0,1.0
15630920,724,34.0,2,154485.74,0.0
15574910,601,50.0,2,115625.07,0.0
15756472,804,25.0,7,108396.67,0.0
15682890,745,38.0,5,65095.41,1.0
15641994,667,43.0,1,103018.45,0.0
15733297,518,38.0,10,84764.79,1.0
15767793,819,38.0,10,0.0,0.0
15725698,520,35.0,4,115680.81,1.0
15813532,625,39.0,5,0.0,0.0
15576760,673,36.0,5,73088.06,0.0
15732102,656,27.0,3,150905.03,0.0
15739046,850,23.0,9,143054.85,1.0
15631927,574,28.0,7,0.0,0.0
15672115,679,60.0,6,0.0,1.0
15618765,530,42.0,0,99948.45,1.0
15679148,508,44.0,3,115451.05,0.0
15728474,558,32.0,4,108235.91,1.0
15636999,414,38.0,8,0.0,1.0
15754261,648,42.0,2,98795.61,0.0
15629150,721,37.0,1,0.0,0.0
15736274,751,31.0,8,0.0,0.0
15627697,662,34.0,2,0.0,1.0
15721585,628,29.0,3,113146.98,1.0
15639946,597,39.0,8,162532.14,0.0
15792176,698,40.0,0,92053.44,1.0
15699450,723,48.0,7,0.0,1.0
15729954,586,28.0,5,0.0,0.0
15600103,633,29.0,8,104944.1,1.0
15786200,564,31.0,4,0.0,0.0
15797010,649,31.0,2,0.0,0.0
15670172,622,30.0,4,107879.04,1.0
15627352,459,46.0,7,110356.42,0.0
15622494,718,27.0,2,0.0,0.0
15585835,655,34.0,4,109783.69,0.0
15595071,696,22.0,9,149777.0,1.0
15628203,637,38.0,3,104339.56,0.0
15667190,630,21.0,1,85818.18,1.0
15780212,592,37.0,4,212692.97,0.0
15766869,634,37.0,1,89696.84,1.0
15775741,608,28.0,9,0.0,1.0
15628170,565,32.0,9,68067.24,0.0
15701318,763,67.0,9,148564.66,1.0
15710928,665,55.0,8,136354.16,1.0
15682547,649,38.0,1,122214.0,1.0
15631170,695,45.0,3,0.0,1.0
15648702,775,70.0,6,119684.88,1.0
15783444,788,39.0,3,135139.33,1.0
15809178,569,42.0,9,146100.75,0.0
15806688,726,56.0,8,123110.9,1.0
15576824,564,44.0,3,111760.4,1.0
15675422,544,32.0,9,110728.39,1.0
15681550,614,41.0,8,121558.46,1.0
15812628,453,38.0,8,120623.21,0.0
15597951,471,58.0,4,114713.57,1.0
15807045,829,37.0,3,103457.76,0.0
15581748,754,57.0,2,101134.87,1.0
15770420,749,46.0,10,78136.36,1.0
15608230,667,23.0,1,0.0,0.0
15730339,670,30.0,3,133446.34,0.0
15712584,670,33.0,7,0.0,1.0
15592816,623,48.0,1,108076.33,0.0
15641480,571,32.0,5,131354.25,0.0
15708505,641,37.0,7,62974.64,1.0
15791131,551,30.0,2,143340.44,0.0
15618225,741,36.0,8,116993.43,0.0
15644724,472,31.0,4,58662.92,1.0
15662098,650,41.0,3,128808.65,0.0
15723894,625,45.0,7,137555.44,0.0
15787699,650,34.0,4,142393.11,1.0
15687738,535,38.0,8,0.0,0.0
15576126,649,41.0,2,125785.23,1.0
15658889,689,22.0,4,136444.25,0.0
15667046,694,38.0,7,121527.4,0.0
15669957,655,52.0,9,144696.75,1.0
15655794,620,36.0,8,0.0,1.0
15599829,577,35.0,10,0.0,1.0
15753332,401,48.0,8,128140.17,0.0
15671124,599,25.0,6,120383.41,1.0
15767474,481,57.0,9,0.0,1.0
15720671,704,42.0,8,129735.3,1.0
15626787,698,31.0,8,185078.26,0.0
15774491,480,28.0,6,0.0,0.0
15579647,682,42.0,0,0.0,1.0
15625522,700,31.0,7,0.0,1.0
15765806,492,29.0,1,144591.96,1.0
15566708,444,45.0,4,0.0,0.0
15668347,624,36.0,6,0.0,0.0
15575214,709,37.0,7,0.0,0.0
15591123,557,68.0,2,100194.44,1.0
15573280,646,50.0,6,145295.31,1.0
15589018,719,28.0,3,106070.29,1.0
15654495,706,47.0,6,120621.89,1.0
15597265,660,38.0,7,0.0,1.0
15733876,667,36.0,9,0.0,1.0
15677217,705,30.0,1,0.0,1.0
15747265,598,27.0,10,171283.91,1.0
15713379,669,26.0,4,0.0,1.0
15730433,580,38.0,1,128218.47,0.0
15693347,676,32.0,5,0.0,1.0
15715465,714,28.0,7,77776.39,0.0
15680736,597,72.0,6,124978.19,1.0
15610765,559,29.0,1,0.0,0.0
15650034,564,28.0,1,0.0,1.0
15782468,850,51.0,3,109799.55,1.0
15685109,689,39.0,7,0.0,0.0
15776233,758,61.0,8,125397.21,0.0
15761141,604,71.0,10,0.0,1.0
15781702,733,38.0,9,111347.37,1.0
15790235,778,40.0,8,104291.41,1.0
15641416,732,61.0,9,94867.18,1.0
15775234,646,24.0,8,0.0,0.0
15659475,597,33.0,6,135703.59,0.0
15642202,821,37.0,5,106453.53,1.0
15771417,640,43.0,7,132412.38,0.0
15585100,511,40.0,9,124401.6,0.0
15700487,805,46.0,6,118022.06,0.0
15726589,540,39.0,1,82531.11,0.0
15747503,705,44.0,0,184552.12,0.0
15595883,540,39.0,4,127278.31,1.0
15663826,532,66.0,3,0.0,1.0
15742820,535,45.0,2,0.0,1.0
15624793,627,23.0,5,184244.86,0.0
15597930,646,52.0,8,59669.43,0.0
15665110,515,25.0,7,79543.59,1.0
15770719,697,39.0,6,151553.19,1.0
15731327,652,27.0,2,166527.88,1.0
15576044,579,28.0,6,150329.15,0.0
15775662,760,43.0,8,121911.59,0.0
15646817,769,51.0,9,156773.78,0.0
15596060,498,29.0,8,127864.26,1.0
15723299,774,53.0,4,113709.28,1.0
15636982,705,43.0,7,79974.55,1.0
15751175,648,44.0,2,0.0,1.0
15618936,688,51.0,5,0.0,0.0
15787529,592,38.0,0,0.0,0.0
15780128,705,33.0,3,144427.96,0.0
15615991,654,42.0,7,99263.09,1.0
15757001,624,32.0,2,79368.87,1.0
15595388,594,30.0,10,0.0,1.0
15699550,695,34.0,9,0.0,1.0
15581620,597,28.0,2,0.0,1.0
15600934,758,52.0,7,125095.94,0.0
15738672,737,40.0,2,162485.8,0.0
15721307,694,37.0,1,95668.82,0.0
15619280,683,25.0,4,0.0,0.0
15768244,538,30.0,8,0.0,1.0
15806837,669,37.0,4,0.0,0.0
15643496,730,34.0,5,74197.38,0.0
15813916,622,31.0,1,89688.94,1.0
15626385,714,33.0,10,103121.33,1.0
15603582,569,34.0,3,0.0,0.0
15764351,668,59.0,5,120170.07,1.0
15667938,628,32.0,9,149136.31,1.0
15576360,600,40.0,1,141136.79,1.0
15628813,693,43.0,4,152341.55,0.0
15584190,704,36.0,7,120026.98,1.0
15716449,527,33.0,9,132168.28,0.0
15759913,553,43.0,6,85200.82,1.0
15701555,575,53.0,1,84903.33,1.0
15758482,626,32.0,0,0.0,0.0
15758171,582,20.0,4,0.0,1.0
15680346,683,40.0,8,0.0,0.0
15649124,850,30.0,9,121535.18,0.0
15812917,653,35.0,6,116662.96,1.0
15768455,679,60.0,8,0.0,1.0
15703059,549,49.0,6,124829.16,1.0
15646196,850,36.0,2,155180.56,0.0
15585451,558,32.0,1,108262.87,1.0
15714057,528,40.0,4,0.0,0.0
15748473,801,38.0,5,0.0,0.0
15785782,513,48.0,2,0.0,1.0
15693233,666,38.0,6,99812.88,1.0
15757521,606,35.0,2,132164.26,1.0
15812513,599,45.0,10,103583.05,0.0
15674950,544,39.0,4,142406.43,0.0
15678572,529,38.0,7,99842.5,0.0
15713608,850,41.0,5,0.0,1.0
15579262,497,41.0,9,0.0,0.0
15610426,764,39.0,5,81042.42,1.0
15776454,603,48.0,5,0.0,0.0
15771483,609,40.0,6,0.0,1.0
15648489,487,53.0,4,199689.49,1.0
15646609,748,33.0,1,142645.43,0.0
15693203,710,75.0,5,0.0,1.0
15813067,432,45.0,3,110219.14,0.0
15769829,534,51.0,3,0.0,1.0
15662434,607,25.0,3,0.0,0.0
15773503,551,32.0,4,0.0,0.0
15705890,674,45.0,7,142072.02,0.0
15711398,525,25.0,6,0.0,0.0
15752375,645,33.0,8,149564.61,0.0
15659175,755,43.0,9,0.0,0.0
15597033,708,37.0,8,153366.13,1.0
15590228,715,21.0,6,76467.16,1.0
15631848,727,26.0,9,121508.28,1.0
15654211,559,27.0,1,0.0,1.0
15707968,545,36.0,8,73211.12,0.0
15594084,524,22.0,9,0.0,0.0
15651093,707,55.0,1,0.0,1.0
15798824,671,38.0,0,92674.94,0.0
15671591,439,52.0,3,96196.24,0.0
15707189,667,36.0,1,114391.62,1.0
15733581,831,32.0,9,80262.66,0.0
15641640,545,33.0,7,173331.52,0.0
15585284,604,35.0,7,147285.52,1.0
15617866,657,67.0,5,119785.47,1.0
15667751,487,36.0,1,140137.15,0.0
15669411,750,52.0,6,107467.56,0.0
15789425,694,37.0,8,98218.04,0.0
15570943,711,35.0,2,133607.75,1.0
15685829,551,37.0,3,0.0,1.0
15721917,559,38.0,8,95139.41,1.0
15776047,620,29.0,3,0.0,1.0
15716024,660,42.0,5,0.0,0.0
15675328,449,37.0,6,0.0,0.0
15604314,703,26.0,1,97331.19,0.0
15658339,795,37.0,2,139265.63,1.0
15630402,594,31.0,9,0.0,1.0
15689616,586,34.0,5,168094.01,0.0
15774224,613,30.0,5,131563.88,0.0
15701291,601,44.0,3,0.0,0.0
15719606,657,50.0,9,0.0,0.0
15644119,531,31.0,3,0.0,1.0
15646859,621,47.0,7,107363.29,1.0
15606836,782,33.0,2,94493.03,1.0
15664150,528,29.0,9,170214.23,0.0
15624510,696,52.0,6,139781.06,0.0
15810944,586,35.0,7,0.0,0.0
15668575,626,26.0,8,148610.41,1.0
15603246,498,73.0,2,170241.7,1.0
15804002,691,33.0,1,128306.83,1.0
15728773,568,47.0,7,0.0,1.0
15598044,715,35.0,3,0.0,1.0
15694829,680,32.0,7,175454.0,1.0
15600575,802,41.0,6,0.0,0.0
15727311,539,22.0,0,100885.93,1.0
15570769,494,69.0,9,93320.8,1.0
15606274,594,38.0,6,63176.44,1.0
15746139,596,33.0,2,139451.67,0.0
15704987,649,52.0,8,49113.75,0.0
15628972,699,32.0,1,123906.22,1.0
15697686,787,40.0,6,0.0,1.0
15733883,604,28.0,7,0.0,0.0
15617482,489,52.0,1,131441.51,0.0
15704583,651,56.0,2,0.0,0.0
15621083,698,57.0,6,136325.48,1.0
15649487,578,38.0,4,113150.44,0.0
15736760,538,42.0,9,0.0,0.0
15714658,696,33.0,4,0.0,1.0
15599081,507,46.0,8,102785.16,1.0
15705113,685,34.0,6,83264.28,0.0
15631159,705,41.0,4,72252.64,1.0
15792818,499,29.0,6,148051.52,0.0
15633531,717,76.0,9,138489.66,1.0
15744529,510,63.0,8,0.0,1.0
15669656,632,32.0,6,111589.33,1.0
15581198,668,39.0,0,122104.79,0.0
15729054,744,32.0,4,96106.83,1.0
15573452,663,42.0,7,115930.87,0.0
15776733,638,37.0,7,124513.66,0.0
15724858,688,54.0,9,0.0,0.0
15713144,588,46.0,8,0.0,0.0
15690188,631,33.0,7,0.0,1.0
15689425,687,35.0,8,100988.39,0.0
15671766,599,44.0,10,118577.24,1.0
15782806,718,28.0,6,0.0,0.0
15764419,730,27.0,5,0.0,1.0
15591915,533,39.0,2,0.0,1.0
15772798,711,28.0,5,0.0,1.0
15792008,555,26.0,9,0.0,1.0
15715541,850,42.0,9,113311.11,1.0
15639277,678,41.0,9,0.0,0.0
15798850,576,32.0,7,0.0,0.0
15776348,835,20.0,4,124365.42,0.0
15727696,592,42.0,1,147249.29,1.0
15793813,774,36.0,7,103688.19,1.0
15694395,620,29.0,1,138740.24,0.0
15764195,519,39.0,4,111900.14,1.0
15744919,734,37.0,0,152760.24,1.0
15671655,763,31.0,7,143966.3,1.0
15654901,733,51.0,10,141556.96,0.0
15649136,650,43.0,6,0.0,1.0
15775562,538,33.0,5,0.0,0.0
15807481,577,46.0,1,0.0,1.0
15642885,792,30.0,8,0.0,0.0
15789109,686,41.0,10,0.0,1.0
15814004,589,29.0,2,0.0,1.0
15673619,530,25.0,9,162560.32,0.0
15595135,778,29.0,7,123229.46,0.0
15583681,616,31.0,7,76665.71,1.0
15605000,550,38.0,9,140278.99,1.0
15718071,655,51.0,3,0.0,1.0
15679760,721,46.0,1,115764.32,0.0
15654574,499,36.0,5,131142.53,0.0
15577178,511,45.0,5,68375.27,0.0
15595324,579,39.0,5,117833.3,0.0
15756932,696,36.0,7,0.0,1.0
15726358,681,34.0,7,0.0,0.0
15595228,815,45.0,7,0.0,1.0
15782530,681,30.0,2,111093.01,0.0
15592877,641,42.0,9,132657.55,0.0
15651983,591,56.0,9,128882.49,1.0
15746737,565,59.0,9,69129.59,1.0
15774179,487,37.0,6,0.0,1.0
15667265,729,39.0,4,121404.64,1.0
15655123,505,45.0,9,131355.3,0.0
15595917,580,35.0,1,102097.33,1.0
15668385,642,40.0,1,154863.15,1.0
15709476,850,41.0,3,99945.93,0.0
15711218,616,39.0,2,121704.32,0.0
15798659,526,43.0,3,0.0,0.0
15663939,523,35.0,8,138782.76,1.0
15694946,663,35.0,9,0.0,1.0
15631912,840,30.0,8,136291.71,0.0
15768816,570,42.0,0,107856.57,0.0
15682268,676,26.0,1,108348.66,0.0
15684801,689,47.0,1,93871.95,0.0
15636428,703,45.0,1,0.0,0.0
15809823,491,19.0,2,125860.2,0.0
15699284,584,49.0,8,172713.44,0.0
15786993,810,51.0,5,0.0,1.0
15709441,745,59.0,8,0.0,1.0
15710257,625,39.0,3,130786.92,1.0
15582492,535,29.0,2,112367.34,0.0
15575694,729,45.0,7,91091.06,0.0
15756820,655,26.0,7,106198.5,1.0
15766289,751,47.0,5,142669.93,0.0
15593014,525,33.0,1,112833.35,1.0
15584545,532,40.0,5,0.0,1.0
15675949,696,43.0,4,0.0,1.0
15672091,786,32.0,2,104336.43,0.0
15801658,580,55.0,6,104305.74,1.0
15706185,596,47.0,5,140187.1,1.0
15789863,683,39.0,4,0.0,0.0
15720943,747,45.0,1,114959.12,0.0
15697997,602,33.0,5,164704.38,1.0
15665416,779,62.0,10,119096.55,1.0
15660200,551,31.0,1,0.0,1.0
15619653,666,47.0,2,0.0,0.0
15773447,526,30.0,8,0.0,0.0
15739160,849,41.0,9,115465.28,0.0
15689237,471,27.0,4,0.0,0.0
15679297,628,43.0,3,184926.61,0.0
15591433,674,43.0,8,85957.88,0.0
15642725,797,32.0,10,114084.6,1.0
15701962,590,29.0,2,166930.76,0.0
15811613,588,27.0,8,0.0,0.0
15741049,577,29.0,7,0.0,1.0
15724423,571,38.0,6,107193.82,0.0
